1516600908016,1/22/18 14:01,,still:100,on_foot,STATE_SUSPECTING_STOP,24.786852,120.997314,25.115
1516600908026,1/22/18 14:01,still:28;;unknown:22;;on_foot:20;;walking:20;;in_vehicle:9;;on_bicycle:9;;running:6,still:28;;unknown:22;;on_foot:20;;walking:20;;in_vehicle:9;;on_bicycle:9;;running:6,,,,,
1516600913172,1/22/18 14:01,still:63;;on_foot:19;;walking:19;;unknown:9;;in_vehicle:3;;on_bicycle:3;;running:2,still:63;;on_foot:19;;walking:19;;unknown:9;;in_vehicle:3;;on_bicycle:3;;running:2,,,,,
1516600918025,1/22/18 14:01,,tilting:100,on_foot,STATE_SUSPECTING_STOP,24.786852,120.997314,25.115
1516600920642,1/22/18 14:02,still:31;;on_foot:28;;walking:28;;unknown:21;;in_vehicle:5;;on_bicycle:5;;running:5,still:31;;on_foot:28;;walking:28;;unknown:21;;in_vehicle:5;;on_bicycle:5;;running:5,,,,,
1516600925775,1/22/18 14:02,on_foot:31;;unknown:31;;walking:31;;in_vehicle:8;;on_bicycle:8;;still:8;;running:8,on_foot:31;;unknown:31;;walking:31;;in_vehicle:8;;on_bicycle:8;;still:8;;running:8,,,,,
1516600928040,1/22/18 14:02,,still:63;;on_foot:19;;walking:19;;unknown:9;;in_vehicle:3;;on_bicycle:3;;running:2,on_foot,STATE_CONFIRMED,24.786718,120.99738,23.418
1516600931694,1/22/18 14:02,unknown:31;;still:15;;on_foot:14;;walking:14;;on_bicycle:13;;in_vehicle:11;;running:8,unknown:31;;still:15;;on_foot:14;;walking:14;;on_bicycle:13;;in_vehicle:11;;running:8,,,,,
1516600936796,1/22/18 14:02,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,,,,,
1516600938018,1/22/18 14:02,,on_foot:31;;unknown:31;;walking:31;;in_vehicle:8;;on_bicycle:8;;still:8;;running:8,on_foot,STATE_CONFIRMED,24.78673,120.99741,39.746
1516600942701,1/22/18 14:02,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,,,,,
1516600947943,1/22/18 14:02,unknown:31;;still:15;;in_vehicle:12;;on_foot:12;;walking:12;;on_bicycle:11;;running:8,unknown:31;;still:15;;in_vehicle:12;;on_foot:12;;walking:12;;on_bicycle:11;;running:8,,,,,
1516600948008,1/22/18 14:02,,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,on_foot,STATE_CONFIRMED,24.786741,120.99744,51.879
1516600953731,1/22/18 14:02,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,,,,,
1516600958017,1/22/18 14:02,,unknown:31;;still:15;;in_vehicle:12;;on_foot:12;;walking:12;;on_bicycle:11;;running:8,on_foot,STATE_CONFIRMED,24.78673,120.99741,25.752
1516600958913,1/22/18 14:02,unknown:31;;still:17;;on_foot:16;;walking:16;;on_bicycle:11;;in_vehicle:10;;running:8,unknown:31;;still:17;;on_foot:16;;walking:16;;on_bicycle:11;;in_vehicle:10;;running:8,,,,,
1516600964749,1/22/18 14:02,tilting:100,tilting:100,,,,,
1516600964829,1/22/18 14:02,unknown:31;;still:18;;in_vehicle:13;;on_foot:12;;walking:12;;on_bicycle:9;;running:8,unknown:31;;still:18;;in_vehicle:13;;on_foot:12;;walking:12;;on_bicycle:9;;running:8,,,,,
1516600968016,1/22/18 14:02,,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,on_foot,STATE_CONFIRMED,24.786734,120.9974,30.622
1516600969966,1/22/18 14:02,still:31;;unknown:22;;on_foot:13;;walking:13;;in_vehicle:12;;on_bicycle:7;;running:5,still:31;;unknown:22;;on_foot:13;;walking:13;;in_vehicle:12;;on_bicycle:7;;running:5,,,,,
1516600975135,1/22/18 14:02,tilting:100,tilting:100,,,,,
1516600975279,1/22/18 14:02,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,,,,,
1516600978016,1/22/18 14:02,,unknown:31;;still:18;;in_vehicle:13;;on_foot:12;;walking:12;;on_bicycle:9;;running:8,on_foot,STATE_CONFIRMED,24.786734,120.9974,30.622
1516600980396,1/22/18 14:03,tilting:100,tilting:100,,,,,
1516600980472,1/22/18 14:03,on_foot:35;;walking:35;;still:21;;in_vehicle:14;;unknown:13;;on_bicycle:8;;running:3,on_foot:35;;walking:35;;still:21;;in_vehicle:14;;unknown:13;;on_bicycle:8;;running:3,,,,,
1516600985627,1/22/18 14:03,on_bicycle:28;;still:25;;unknown:13;;in_vehicle:12;;on_foot:12;;walking:12;;running:3,on_bicycle:28;;still:25;;unknown:13;;in_vehicle:12;;on_foot:12;;walking:12;;running:3,,,,,
1516600988021,1/22/18 14:03,,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,on_foot,STATE_SUSPECTING_STOP,24.786734,120.9974,30.622
1516600990653,1/22/18 14:03,unknown:25;;still:23;;on_foot:15;;walking:15;;in_vehicle:13;;on_bicycle:8;;running:6,unknown:25;;still:23;;on_foot:15;;walking:15;;in_vehicle:13;;on_bicycle:8;;running:6,,,,,
1516600995837,1/22/18 14:03,still:37;;on_foot:25;;walking:25;;unknown:12;;in_vehicle:8;;on_bicycle:8;;running:4,still:37;;on_foot:25;;walking:25;;unknown:12;;in_vehicle:8;;on_bicycle:8;;running:4,,,,,
1516600998024,1/22/18 14:03,,on_bicycle:28;;still:25;;unknown:13;;in_vehicle:12;;on_foot:12;;walking:12;;running:3,on_foot,STATE_SUSPECTING_STOP,24.786734,120.9974,30.622
1516601000917,1/22/18 14:03,still:28;;on_foot:22;;unknown:22;;walking:22;;in_vehicle:8;;on_bicycle:8;;running:8,still:28;;on_foot:22;;unknown:22;;walking:22;;in_vehicle:8;;on_bicycle:8;;running:8,,,,,
1516601006051,1/22/18 14:03,still:55;;on_foot:27;;walking:27;;on_bicycle:6;;in_vehicle:4;;unknown:4;;running:2,still:55;;on_foot:27;;walking:27;;on_bicycle:6;;in_vehicle:4;;unknown:4;;running:2,,,,,
1516601008026,1/22/18 14:03,,still:37;;on_foot:25;;walking:25;;unknown:12;;in_vehicle:8;;on_bicycle:8;;running:4,on_foot,STATE_SUSPECTING_STOP,24.786734,120.9974,30.622
1516601011194,1/22/18 14:03,still:79;;on_foot:9;;walking:9;;in_vehicle:5;;unknown:2;;on_bicycle:1,still:79;;on_foot:9;;walking:9;;in_vehicle:5;;unknown:2;;on_bicycle:1,,,,,
1516601016457,1/22/18 14:03,still:81;;on_foot:10;;walking:10;;in_vehicle:4;;unknown:3;;on_bicycle:1,still:81;;on_foot:10;;walking:10;;in_vehicle:4;;unknown:3;;on_bicycle:1,,,,,
1516601018042,1/22/18 14:03,,still:55;;on_foot:27;;walking:27;;on_bicycle:6;;in_vehicle:4;;unknown:4;;running:2,on_foot,STATE_CONFIRMED,24.786734,120.9974,30.622
1516601021577,1/22/18 14:03,still:50;;on_foot:33;;walking:33;;on_bicycle:6;;in_vehicle:4;;running:3;;unknown:2,still:50;;on_foot:33;;walking:33;;on_bicycle:6;;in_vehicle:4;;running:3;;unknown:2,,,,,
1516601026725,1/22/18 14:03,still:55;;on_foot:18;;walking:18;;in_vehicle:16;;on_bicycle:4;;unknown:3;;running:1,still:55;;on_foot:18;;walking:18;;in_vehicle:16;;on_bicycle:4;;unknown:3;;running:1,,,,,
1516601028023,1/22/18 14:03,,still:81;;on_foot:10;;walking:10;;in_vehicle:4;;unknown:3;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,24.786734,120.9974,30.622
1516601032320,1/22/18 14:03,still:48;;on_foot:30;;walking:30;;on_bicycle:8;;in_vehicle:6;;unknown:3;;running:2,still:48;;on_foot:30;;walking:30;;on_bicycle:8;;in_vehicle:6;;unknown:3;;running:2,,,,,
1516601037435,1/22/18 14:03,still:78;;in_vehicle:7;;on_foot:5;;walking:5;;unknown:4;;on_bicycle:1,still:78;;in_vehicle:7;;on_foot:5;;walking:5;;unknown:4;;on_bicycle:1,,,,,
1516601038073,1/22/18 14:03,,still:55;;on_foot:18;;walking:18;;in_vehicle:16;;on_bicycle:4;;unknown:3;;running:1,on_foot,STATE_SUSPECTING_STOP,24.78681,120.99738,22.364
1516601043371,1/22/18 14:04,still:56;;on_foot:16;;walking:16;;in_vehicle:15;;on_bicycle:5;;unknown:3,still:56;;on_foot:16;;walking:16;;in_vehicle:15;;on_bicycle:5;;unknown:3,,,,,
1516601048024,1/22/18 14:04,,still:78;;in_vehicle:7;;on_foot:5;;walking:5;;unknown:4;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,24.786798,120.99754,100
1516601048499,1/22/18 14:04,still:44;;on_foot:30;;walking:30;;in_vehicle:10;;on_bicycle:8;;unknown:3;;running:1,still:44;;on_foot:30;;walking:30;;in_vehicle:10;;on_bicycle:8;;unknown:3;;running:1,,,,,
1516601054390,1/22/18 14:04,still:26;;in_vehicle:23;;unknown:22;;on_foot:12;;walking:12;;on_bicycle:7;;running:5,still:26;;in_vehicle:23;;unknown:22;;on_foot:12;;walking:12;;on_bicycle:7;;running:5,,,,,
1516601058034,1/22/18 14:04,,still:56;;on_foot:16;;walking:16;;in_vehicle:15;;on_bicycle:5;;unknown:3,on_foot,STATE_SUSPECTING_STOP,24.786798,120.99754,100
1516601061624,1/22/18 14:04,on_foot:29;;walking:29;;still:28;;in_vehicle:21;;unknown:12;;on_bicycle:3;;running:3,on_foot:29;;walking:29;;still:28;;in_vehicle:21;;unknown:12;;on_bicycle:3;;running:3,,,,,
1516601067813,1/22/18 14:04,on_foot:99;;walking:99;;unknown:1,on_foot:99;;walking:99;;unknown:1,,,,,
1516601068046,1/22/18 14:04,,still:26;;in_vehicle:23;;unknown:22;;on_foot:12;;walking:12;;on_bicycle:7;;running:5,on_foot,STATE_CONFIRMED,24.786798,120.99754,100
1516601072823,1/22/18 14:04,on_foot:99;;walking:99;;unknown:1,on_foot:99;;walking:99;;unknown:1,,,,,
1516601077898,1/22/18 14:04,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601078018,1/22/18 14:04,,on_foot:99;;walking:99;;unknown:1,on_foot,STATE_CONFIRMED,24.786798,120.99754,100
1516601085511,1/22/18 14:04,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601088023,1/22/18 14:04,,on_foot:98;;walking:98;;unknown:2,on_foot,STATE_CONFIRMED,24.786928,120.99749,26.421
1516601091069,1/22/18 14:04,on_foot:55;;walking:55;;unknown:21;;in_vehicle:5;;on_bicycle:5;;still:5;;running:5,on_foot:55;;walking:55;;unknown:21;;in_vehicle:5;;on_bicycle:5;;still:5;;running:5,,,,,
1516601098011,1/22/18 14:04,,on_foot:98;;walking:98;;unknown:2,on_foot,STATE_CONFIRMED,24.786928,120.99749,26.421
1516601108012,1/22/18 14:05,,on_foot:55;;walking:55;;unknown:21;;in_vehicle:5;;on_bicycle:5;;still:5;;running:5,on_foot,STATE_CONFIRMED,24.786928,120.99749,74.521
1516601118006,1/22/18 14:05,,on_foot:55;;walking:55;;unknown:21;;in_vehicle:5;;on_bicycle:5;;still:5;;running:5,on_foot,STATE_CONFIRMED,24.787022,120.997406,23.575
1516601120773,1/22/18 14:05,tilting:100,tilting:100,,,,,
1516601120814,1/22/18 14:05,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,unknown:40;;in_vehicle:10;;on_bicycle:10;;on_foot:10;;still:10;;walking:10;;running:10,,,,,
1516601125903,1/22/18 14:05,on_foot:28;;walking:28;;unknown:22;;still:17;;in_vehicle:13;;on_bicycle:7;;running:5,on_foot:28;;walking:28;;unknown:22;;still:17;;in_vehicle:13;;on_bicycle:7;;running:5,,,,,
1516601128014,1/22/18 14:05,,on_foot:55;;walking:55;;unknown:21;;in_vehicle:5;;on_bicycle:5;;still:5;;running:5,on_foot,STATE_CONFIRMED,24.787022,120.997406,23.575
1516601131542,1/22/18 14:05,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601136513,1/22/18 14:05,on_foot:96;;walking:96;;unknown:3;;running:1,on_foot:96;;walking:96;;unknown:3;;running:1,,,,,
1516601138008,1/22/18 14:05,,on_foot:28;;walking:28;;unknown:22;;still:17;;in_vehicle:13;;on_bicycle:7;;running:5,on_foot,STATE_CONFIRMED,24.78698,120.99746,22.466
1516601142561,1/22/18 14:05,on_foot:96;;walking:96;;unknown:3;;still:1,on_foot:96;;walking:96;;unknown:3;;still:1,,,,,
1516601147636,1/22/18 14:05,on_foot:97;;walking:97;;unknown:3,on_foot:97;;walking:97;;unknown:3,,,,,
1516601148028,1/22/18 14:05,,on_foot:96;;walking:96;;unknown:3;;running:1,on_foot,STATE_CONFIRMED,24.78698,120.99746,22.466
1516601153750,1/22/18 14:05,on_foot:90;;walking:90;;unknown:3;;on_bicycle:2;;still:2;;in_vehicle:1;;running:1,on_foot:90;;walking:90;;unknown:3;;on_bicycle:2;;still:2;;in_vehicle:1;;running:1,,,,,
1516601158006,1/22/18 14:05,,on_foot:97;;walking:97;;unknown:3,on_foot,STATE_CONFIRMED,24.78689,120.99756,29.924
1516601158960,1/22/18 14:05,on_foot:97;;walking:97;;unknown:3,on_foot:97;;walking:97;;unknown:3,,,,,
1516601164766,1/22/18 14:06,on_foot:99;;walking:99;;unknown:1,on_foot:99;;walking:99;;unknown:1,,,,,
1516601168006,1/22/18 14:06,,on_foot:90;;walking:90;;unknown:3;;on_bicycle:2;;still:2;;in_vehicle:1;;running:1,on_foot,STATE_CONFIRMED,24.787174,120.99772,23.694
1516601169874,1/22/18 14:06,on_foot:95;;walking:95;;unknown:4;;still:1,on_foot:95;;walking:95;;unknown:4;;still:1,,,,,
1516601175777,1/22/18 14:06,on_foot:90;;walking:90;;on_bicycle:3;;unknown:3;;running:2;;in_vehicle:1;;still:1,on_foot:90;;walking:90;;on_bicycle:3;;unknown:3;;running:2;;in_vehicle:1;;still:1,,,,,
1516601178010,1/22/18 14:06,,on_foot:99;;walking:99;;unknown:1,on_foot,STATE_CONFIRMED,24.787174,120.99772,23.694
1516601180839,1/22/18 14:06,on_foot:96;;walking:96;;unknown:3;;running:1,on_foot:96;;walking:96;;unknown:3;;running:1,,,,,
1516601186774,1/22/18 14:06,on_foot:95;;walking:95;;running:3;;unknown:2,on_foot:95;;walking:95;;running:3;;unknown:2,,,,,
1516601188008,1/22/18 14:06,,on_foot:90;;walking:90;;on_bicycle:3;;unknown:3;;running:2;;in_vehicle:1;;still:1,on_foot,STATE_CONFIRMED,24.787174,120.99772,62.137
1516601191981,1/22/18 14:06,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601197804,1/22/18 14:06,on_foot:97;;walking:97;;unknown:2;;running:1,on_foot:97;;walking:97;;unknown:2;;running:1,,,,,
1516601198007,1/22/18 14:06,,on_foot:95;;walking:95;;running:3;;unknown:2,on_foot,STATE_CONFIRMED,24.787174,120.99772,62.137
1516601202841,1/22/18 14:06,on_foot:95;;walking:95;;unknown:3;;on_bicycle:1;;still:1,on_foot:95;;walking:95;;unknown:3;;on_bicycle:1;;still:1,,,,,
1516601208017,1/22/18 14:06,,on_foot:97;;walking:97;;unknown:2;;running:1,on_foot,STATE_CONFIRMED,24.787477,120.99788,55.693
1516601208909,1/22/18 14:06,on_foot:97;;walking:97;;unknown:3,on_foot:97;;walking:97;;unknown:3,,,,,
1516601214039,1/22/18 14:06,on_foot:99;;walking:99;;unknown:1,on_foot:99;;walking:99;;unknown:1,,,,,
1516601218006,1/22/18 14:06,,on_foot:95;;walking:95;;unknown:3;;on_bicycle:1;;still:1,on_foot,STATE_CONFIRMED,24.787477,120.99788,55.693
1516601219842,1/22/18 14:06,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601224856,1/22/18 14:07,on_foot:92;;walking:92;;unknown:4;;in_vehicle:1;;on_bicycle:1;;still:1;;running:1,on_foot:92;;walking:92;;unknown:4;;in_vehicle:1;;on_bicycle:1;;still:1;;running:1,,,,,
1516601228005,1/22/18 14:07,,on_foot:99;;walking:99;;unknown:1,on_foot,STATE_CONFIRMED,24.787418,120.997475,56.839
1516601230849,1/22/18 14:07,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601235741,1/22/18 14:07,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601238028,1/22/18 14:07,,on_foot:92;;walking:92;;unknown:4;;in_vehicle:1;;on_bicycle:1;;still:1;;running:1,on_foot,STATE_CONFIRMED,24.787418,120.997475,56.839
1516601240794,1/22/18 14:07,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601244247,1/22/18 14:07,on_foot:99;;walking:99;;unknown:1,on_foot:99;;walking:99;;unknown:1,,,,,
1516601248008,1/22/18 14:07,,on_foot:98;;walking:98;;unknown:2,on_foot,STATE_CONFIRMED,24.787418,120.997475,56.839
1516601250360,1/22/18 14:07,on_foot:99;;walking:99;;unknown:1,on_foot:99;;walking:99;;unknown:1,,,,,
1516601255560,1/22/18 14:07,on_foot:98;;walking:98;;unknown:1;;running:1,on_foot:98;;walking:98;;unknown:1;;running:1,,,,,
1516601258011,1/22/18 14:07,,on_foot:99;;walking:99;;unknown:1,on_foot,STATE_CONFIRMED,24.788048,120.99698,24.08
1516601261487,1/22/18 14:07,on_foot:98;;walking:98;;unknown:1;;running:1,on_foot:98;;walking:98;;unknown:1;;running:1,,,,,
1516601266568,1/22/18 14:07,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601268005,1/22/18 14:07,,on_foot:98;;walking:98;;unknown:1;;running:1,on_foot,STATE_CONFIRMED,24.788048,120.99698,24.08
1516601272464,1/22/18 14:07,on_foot:96;;walking:96;;unknown:3;;still:1,on_foot:96;;walking:96;;unknown:3;;still:1,,,,,
1516601277532,1/22/18 14:07,on_foot:97;;walking:97;;unknown:3,on_foot:97;;walking:97;;unknown:3,,,,,
1516601278006,1/22/18 14:07,,on_foot:98;;walking:98;;unknown:2,on_foot,STATE_CONFIRMED,24.788578,120.997406,35.847
1516601283504,1/22/18 14:08,on_foot:97;;walking:97;;unknown:3,on_foot:97;;walking:97;;unknown:3,,,,,
1516601288007,1/22/18 14:08,,on_foot:97;;walking:97;;unknown:3,on_foot,STATE_CONFIRMED,24.788635,120.99731,25.33
1516601288564,1/22/18 14:08,on_foot:94;;walking:94;;unknown:4;;on_bicycle:1;;still:1,on_foot:94;;walking:94;;unknown:4;;on_bicycle:1;;still:1,,,,,
1516601294506,1/22/18 14:08,on_foot:95;;walking:95;;unknown:2;;in_vehicle:1;;on_bicycle:1;;still:1,on_foot:95;;walking:95;;unknown:2;;in_vehicle:1;;on_bicycle:1;;still:1,,,,,
1516601298005,1/22/18 14:08,,on_foot:97;;walking:97;;unknown:3,on_foot,STATE_CONFIRMED,24.788706,120.9972,23.244
1516601299569,1/22/18 14:08,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601305525,1/22/18 14:08,on_foot:95;;walking:95;;unknown:3;;on_bicycle:1;;still:1,on_foot:95;;walking:95;;unknown:3;;on_bicycle:1;;still:1,,,,,
1516601308007,1/22/18 14:08,,on_foot:95;;walking:95;;unknown:2;;in_vehicle:1;;on_bicycle:1;;still:1,on_foot,STATE_CONFIRMED,24.788828,120.997,23.693
1516601310588,1/22/18 14:08,on_foot:96;;walking:96;;unknown:4,on_foot:96;;walking:96;;unknown:4,,,,,
1516601316561,1/22/18 14:08,on_foot:98;;walking:98;;unknown:2,on_foot:98;;walking:98;;unknown:2,,,,,
1516601318011,1/22/18 14:08,,on_foot:95;;walking:95;;unknown:3;;on_bicycle:1;;still:1,on_foot,STATE_CONFIRMED,24.788828,120.997,23.693
1516601321697,1/22/18 14:08,on_foot:99;;walking:99;;unknown:1,on_foot:99;;walking:99;;unknown:1,,,,,
1516601327600,1/22/18 14:08,on_foot:95;;walking:95;;unknown:3;;on_bicycle:1;;still:1,on_foot:95;;walking:95;;unknown:3;;on_bicycle:1;;still:1,,,,,
1516601328014,1/22/18 14:08,,on_foot:98;;walking:98;;unknown:2,on_foot,STATE_CONFIRMED,24.788805,120.997025,22.466
1516601335326,1/22/18 14:08,on_foot:97;;walking:97;;unknown:2;;running:1,on_foot:97;;walking:97;;unknown:2;;running:1,,,,,
1516601338006,1/22/18 14:08,,on_foot:95;;walking:95;;unknown:3;;on_bicycle:1;;still:1,on_foot,STATE_CONFIRMED,24.788877,120.99713,23.1
1516601340504,1/22/18 14:09,on_foot:94;;walking:94;;unknown:3;;running:2;;on_bicycle:1,on_foot:94;;walking:94;;unknown:3;;running:2;;on_bicycle:1,,,,,
1516601346458,1/22/18 14:09,on_foot:96;;walking:96;;unknown:3;;still:1,on_foot:96;;walking:96;;unknown:3;;still:1,,,,,
1516601348008,1/22/18 14:09,,on_foot:97;;walking:97;;unknown:2;;running:1,on_foot,STATE_CONFIRMED,24.788877,120.99713,23.1
1516601351637,1/22/18 14:09,on_foot:95;;walking:95;;unknown:4;;still:1,on_foot:95;;walking:95;;unknown:4;;still:1,,,,,
1516601357511,1/22/18 14:09,on_foot:97;;walking:97;;unknown:2;;still:1,on_foot:97;;walking:97;;unknown:2;;still:1,,,,,
1516601358017,1/22/18 14:09,,on_foot:96;;walking:96;;unknown:3;;still:1,on_foot,STATE_CONFIRMED,24.78937,120.99717,28.481
1516601362552,1/22/18 14:09,on_foot:94;;walking:94;;still:3;;unknown:3,on_foot:94;;walking:94;;still:3;;unknown:3,,,,,
1516601368015,1/22/18 14:09,,on_foot:97;;walking:97;;unknown:2;;still:1,on_foot,STATE_CONFIRMED,24.78937,120.99717,28.481
1516601368625,1/22/18 14:09,on_foot:54;;walking:54;;unknown:21;;in_vehicle:5;;on_bicycle:5;;still:5;;running:5,on_foot:54;;walking:54;;unknown:21;;in_vehicle:5;;on_bicycle:5;;still:5;;running:5,,,,,
1516601373918,1/22/18 14:09,on_foot:75;;walking:75;;still:20;;unknown:3;;in_vehicle:2;;on_bicycle:1,on_foot:75;;walking:75;;still:20;;unknown:3;;in_vehicle:2;;on_bicycle:1,,,,,
1516601378034,1/22/18 14:09,,on_foot:94;;walking:94;;still:3;;unknown:3,on_foot,STATE_CONFIRMED,24.789219,120.99727,23.996
